Ticker,Avg Return,Expected Return,Beta,20-Year Risk adj,Market Cap,Sector
CRL,0.1458944064821308,0.12479999999999998,1.4,5.068535289829195,10680951808,Healthcare
CRM,0.15971089012605533,0.116478,1.254,4.502139399839966,245011660800,Technology
CRMD,-0.07653239769447029,0.143781,1.733,6.504749985369208,237973760,Healthcare
CRMT,0.05067880334851216,0.139905,1.665,6.1915244175808795,385279456,Consumer Cyclical
CRNT,-0.0020429693442993724,0.124971,1.403,5.0805021860655835,207250256,Technology
CROX,0.26180612829930183,0.157575,1.975,7.722198838159697,8999145472,Consumer Cyclical
CRS,0.07218502024426043,0.128847,1.471,5.355871308439603,5311064576,Industrials
CRT,-0.04897201820633845,0.079257,0.601,1.97259436927321,63060000,Energy
CRTO,0.009628617309748178,0.09914999999999999,0.95,3.381658085600404,2090635008,Communication Services
CRUS,0.18210935726062405,0.10000499999999998,0.965,3.436681390469424,6778083328,Technology
CRVL,0.19237059645255483,0.108441,1.113,3.9776486048490565,4315448320,Financial Services
CRWS,-1.910962466955546e-05,0.089859,0.787,2.76774467952175,51203500,Consumer Cyclical
CSBR,-0.08472626794719718,0.068199,0.407,0.8102339754218332,68648696,Healthcare
CSCO,0.0928853720184093,0.093165,0.845,2.990887845839745,191167037440,Technology
CSGP,0.1679289651722362,0.09265199999999998,0.836,2.9567067861506247,30335582208,Real Estate
CSGS,0.06389467981644525,0.09287999999999999,0.84,2.971916067406323,1217126016,Technology
CSIQ,-0.056644075803061855,0.121665,1.345,4.85165120509204,1025710976,Technology
CSL,0.1819963723568001,0.096585,0.905,3.2156493280913305,19575287808,Industrials
CSPI,0.22856274228048656,0.12394499999999999,1.385,5.008919019084787,145040496,Technology
CSQ,0.10477840870651267,0.12155099999999999,1.343,4.8438504251646455,2713460480,Financial Services
CSR,-0.016796173905048284,0.095331,0.883,3.1337882339669147,1072360128,Real Estate
CSTE,-0.1945396435973753,0.05583,0.19,-2.3563265476942687,176479984,Industrials
CSTM,-0.04805464525905634,0.15888599999999997,1.998,7.84717476008676,2823307520,Basic Materials
CSV,0.053870771252150895,0.09698399999999999,0.912,3.241586819864528,408406912,Consumer Cyclical
CSWC,0.13076629475014068,0.11642099999999998,1.253,4.498355205964777,1188074496,Financial Services
CSX,0.13944005029889706,0.11282999999999999,1.19,4.2620285840626595,64571338752,Industrials
CTAS,0.28749442963092076,0.11904299999999998,1.299,4.673642890829588,72205131776,Industrials
CTBI,0.04539540398356867,0.083874,0.682,2.3391016015447477,756375168,Financial Services
CTGO,0.04973329312799457,0.076692,0.556,1.7479746721966294,176799600,Basic Materials
CTHR,-0.22083994648077687,0.121152,1.336,4.81659291904202,5358208,Consumer Cyclical
CTLP,0.1276625706667296,0.140532,1.676,6.241419265917445,484184480,Technology
CTO,0.0899298310906873,0.078801,0.593,1.9339576067007689,396743264,Real Estate
CTRA,-0.02278548125941815,0.056343,0.199,-2.104351760812334,19982657536,Energy
CTRE,0.1656151060518607,0.106902,1.086,3.8787253448072074,3541655552,Real Estate
CTRN,0.009430288044215196,0.18094499999999997,2.385,10.24043084698408,186775872,Consumer Cyclical
CTS,0.11416450921561516,0.079428,0.604,1.9869521914940225,1538878720,Technology
CTSH,0.038180699503187254,0.10428,1.04,3.710690708994096,33675290624,Technology
CTSO,-0.18534313319525242,0.08011199999999999,0.616,2.0437010053019202,41951692,Healthcare
CUBA,-0.06503593566217414,0.11710499999999999,1.265,4.543840144578522,35260588,Financial Services
CUBE,0.124102490068839,0.090087,0.791,2.7833755000154063,10141017088,Real Estate
CUBI,0.09033072530278519,0.138423,1.639,6.074737647390786,1482896128,Financial Services
CUK,-0.061979975922906494,0.19217399999999996,2.582,11.705422692061106,21615990784,Consumer Cyclical
CULL,-0.039506692510918984,0.054063,0.159,-3.429872838507322,74792960,Financial Services
CULP,-0.11134691957339138,0.115395,1.235,4.4304263328013995,55366356,Consumer Cyclical
CUTR,-0.16947229596503421,0.12622499999999998,1.425,5.168715585172782,29342788,Healthcare
CUZ,-0.020499293928468054,0.11716199999999999,1.266,4.547638004758125,3420661248,Real Estate
CVBF,0.028327793629178144,0.071277,0.461,1.1960766187163985,2373880064,Financial Services
CVCO,0.15412561499060984,0.116079,1.247,4.4756732920819955,2848926976,Consumer Cyclical
CVE,-0.03159079822819422,0.20004,2.72,12.849798674521779,36762640384,Energy
CVEO,-0.22089190509847623,0.16561199999999998,2.116,8.51661126093342,358280640,Industrials
CVGI,-0.06954512528584589,0.192459,2.587,11.745103487115179,171545216,Consumer Cyclical
CVGW,-0.030296632844948435,0.079257,0.601,1.97259436927321,399701248,Consumer Defensive
CVI,0.0037951179364221765,0.135459,1.587,5.845832952751584,2679151104,Energy
CVLG,0.14407520730635714,0.121266,1.338,4.824373639500605,637359808,Industrials
CVLT,0.0955436088780679,0.079485,0.605,1.9917226339459575,5252987392,Technology
CVLY,0.04724292974102595,0.07657800000000001,0.554,1.7375461645712658,221268496,Financial Services
CVM,-0.2746032395071444,0.104166,1.038,3.7033921088146893,63908680,Healthcare
CVR,-0.06124098629634489,0.05412,0.16,-3.389050821008366,14540287,Industrials
CVS,-0.006955972537844413,0.074583,0.519,1.5477896266153637,73263390720,Healthcare
CVU,-0.15683265056553575,0.142071,1.703,6.3651410474027115,30470140,Industrials
CVV,-0.10996662141940572,0.12411599999999999,1.388,5.020813467436087,25868038,Industrials
CVX,0.052296105861646014,0.10809899999999999,1.107,3.9556389318604745,285878026240,Energy
CW,0.1572228175277215,0.114369,1.217,4.362835062645886,10461700096,Industrials
CWBC,0.04986028013405619,0.09493199999999999,0.876,3.1076194513806277,336455680,Financial Services
CWCO,0.10280358110784693,0.055716,0.188,-2.4154047059830512,400154592,Utilities
CWST,0.34166876337023067,0.100518,0.974,3.4696416816637097,5798617088,Industrials
CWT,0.09256198643467162,0.072189,0.477,1.298568756723717,2791833088,Utilities
CX,-0.056511429955278025,0.10650299999999999,1.079,3.853122970682111,9359932416,Basic Materials
CXE,0.01627726521922468,0.082107,0.651,2.2035594002512404,116330200,Financial Services
CXH,0.023695161179826174,0.07748999999999999,0.57,1.819845948144634,65019812,Financial Services
CXW,-0.05021915200085991,0.09573,0.89,3.1598954450249264,1361785600,Industrials
CYCC,-0.5849135043237755,0.078459,0.587,1.904635147856042,2487542,Healthcare
CYCCP,0.09338144025701856,0.078459,0.587,1.904635147856042,20345728,Healthcare
CYD,-0.032680542904250154,0.10194299999999999,0.999,3.561041891449292,374262016,Consumer Cyclical
CYH,-0.21727787516507158,0.131241,1.513,5.530159877837976,444691200,Healthcare
CYRX,0.015386355315748501,0.13825199999999999,1.636,6.06136435084832,337413184,Industrials
CYTH,-0.35412902839521454,0.027615,-0.305,5.53255873910046,34337280,Healthcare
CYTK,0.27385292089036906,0.08746499999999999,0.745,2.600932160221803,6302155264,Healthcare
CZFS,0.009051088658003303,0.071106,0.458,1.176328529414607,211080272,Financial Services
CZNC,0.02657464280259192,0.069738,0.434,1.0116678593598358,266006512,Financial Services
CZWI,0.0434977604648632,0.104793,1.049,3.743538126725197,119672448,Financial Services
D,-0.004074992381504439,0.079257,0.601,1.97259436927321,41583648768,Utilities
DAC,0.012378054590754362,0.12291899999999999,1.367,4.937848049137855,1790241792,Industrials
DAIO,-0.0034786136685813762,0.10257,1.01,3.6012076729986737,25450894,Technology
DAKT,0.03394796265582234,0.105876,1.068,3.812919254243665,623612544,Technology
DAL,0.034688621801723496,0.123375,1.375,4.969373126567477,31362211840,Industrials
DAN,-0.05309920872603524,0.18368099999999998,2.433,10.580343577947483,1749703424,Consumer Cyclical
DAR,0.058203898558203404,0.11699099999999998,1.263,4.536247900541347,5831969792,Consumer Defensive
DARE,-0.3962901150251634,0.122121,1.353,4.882912523434364,37252768,Healthcare
DB,-0.07400702607109999,0.11020799999999999,1.144,4.091666845078067,31240671232,Financial Services
DBI,-0.10919871609413978,0.162933,2.069,8.244155142006518,407511872,Consumer Cyclical
DCI,0.07000624255473276,0.10564799999999999,1.064,3.7983071051445974,8586080256,Industrials
DCO,0.08565515222478459,0.12252,1.36,4.910343567946438,844568448,Industrials
DCOM,0.003651322852707972,0.107472,1.096,3.915329218880961,780571136,Financial Services
DD,0.04210741603372248,0.11613599999999999,1.248,4.479450862902233,33439959040,Basic Materials
DDD,-0.2512726787082581,0.14503499999999997,1.755,6.608602526175361,410210336,Technology
DDS,0.15020801875555034,0.098466,0.938,3.3375426386706324,7010036224,Consumer Cyclical
DE,0.17193868939962087,0.10114499999999998,0.985,3.509882107451206,103832018944,Industrials
DECK,0.2817904843690844,0.10821299999999999,1.109,3.9629736278119263,25440208896,Consumer Cyclical
DEI,-0.05231738938686514,0.10752899999999999,1.097,3.918991670269368,2634902016,Real Estate
DENN,0.007526176826868847,0.15911399999999998,2.002,7.8690872981256,367251328,Consumer Cyclical
DEO,0.02405734051145947,0.06432299999999999,0.339,0.19882677894473239,71507378176,Consumer Defensive
DFS,0.09028545004685773,0.125313,1.409,5.10448031018612,31006615552,Financial Services
DG,0.08558039683152519,0.07059299999999999,0.449,1.1160112057196505,28647921664,Consumer Defensive
DGICA,0.008684265108444889,0.042435,-0.045,24.792727910436984,412980128,Financial Services
DGICB,-0.04020243481109942,0.042435,-0.045,24.792727910436984,434521632,Financial Services
DGII,0.09719813318846238,0.108612,1.116,3.9886598906915323,824975936,Technology
DGLY,-0.27965461597254104,0.08626799999999998,0.724,2.515405046254057,6825197,Communication Services
DGX,0.10623375511705335,0.09573,0.89,3.1598954450249264,15257374720,Healthcare
DHC,-0.14935516034438223,0.16680899999999999,2.137,8.640931595057316,714685952,Real Estate
DHF,0.013628314567324828,0.09459,0.87,3.0851371589836316,175294960,Financial Services
DHI,0.20502864063120407,0.141102,1.686,6.287032982761812,46498852864,Consumer Cyclical
DHIL,0.04096164625415222,0.098295,0.935,3.3264983840699758,384849376,Financial Services
DHR,0.22707990601741312,0.09493199999999999,0.876,3.1076194513806277,186475347968,Healthcare
DHT,0.114522311887862,0.024993,-0.351,5.05219766681815,1906908672,Energy
DHX,-0.11261434840849249,0.103596,1.028,3.6669009140011184,105381424,Technology
DHY,0.02897015164942518,0.084672,0.696,2.3987253563542605,213238832,Financial Services
DIN,-0.04746819705102312,0.144351,1.743,6.551799048493216,557492480,Consumer Cyclical
DINO,0.007425095747182198,0.115509,1.237,4.437956883619208,10132438016,Energy
DIOD,0.09478686281202986,0.12462899999999999,1.397,5.056583056246892,3260428032,Technology
DIS,0.029908363852784836,0.12491399999999998,1.402,5.076511586156191,186259996672,Communication Services
DIT,0.07413794741221924,0.076407,0.551,1.7218248594035113,88540648,Consumer Defensive
DJCO,0.06267973877687694,0.10011899999999999,0.967,3.4440090560365704,532883072,Technology
DK,-0.005362975033753714,0.11813099999999999,1.283,4.612382797846546,1587886080,Energy
DKL,0.08852080901796988,0.16321799999999997,2.074,8.272766169820972,1887699712,Energy
DKS,0.19826933751329023,0.13904999999999998,1.65,6.123952742280768,17939253248,Consumer Cyclical
DLA,-0.2856513697797447,0.105876,1.068,3.812919254243665,3525575,Consumer Cyclical
DLB,0.07417627673380811,0.101544,0.992,3.53546863359887,7595914240,Industrials
DLHC,0.1986023983610341,0.11294399999999999,1.192,4.269473365337025,152434352,Industrials
DLNG,-0.11865008236334751,0.12189299999999999,1.349,4.867270170283937,143896608,Energy
DLPN,-0.22668456037460494,0.155409,1.937,7.519458412995601,17396808,Communication Services
DLR,0.13202809624809309,0.078288,0.584,1.8898592334167843,49239703552,Real Estate
DLTR,0.06942836187557133,0.096414,0.902,3.204518096378403,22614257664,Consumer Defensive
DLX,-0.07328576629421968,0.12861899999999998,1.467,5.33944588063931,961960256,Communication Services
DMAC,-0.13160334416778408,0.143724,1.732,6.500059323504242,115789896,Healthcare
DMB,0.028049744590319836,0.073101,0.493,1.3966563765179603,193815168,Financial Services
DMF,0.016470349550459673,0.07578,0.54,1.6633464329126608,149452560,Financial Services
DMLP,0.06596551649998617,0.10650299999999999,1.079,3.853122970682111,1238336768,Energy
DMO,0.02662771418114329,0.079428,0.604,1.9869521914940225,136943504,Financial Services
DMRC,-0.006459180223345906,0.13722600000000001,1.618,5.9815600511729965,660862464,Technology
DNN,0.057557041333207604,0.154326,1.918,7.41979617096296,1880678016,Energy
DNOW,-0.09209020747609442,0.129075,1.475,5.372326306134237,1442908544,Industrials
DNP,0.03521729250678218,0.072417,0.481,1.32348503655404,3045627392,Financial Services
DOC,-0.04307000746684997,0.106845,1.085,3.875066899187211,13540765696,Real Estate
DOMH,-0.5071619035851469,0.096414,0.902,3.204518096378403,11276348,Healthcare
DOOO,0.09706765789492033,0.17923499999999998,2.355,10.033256366936094,4714706432,Consumer Cyclical
DORM,0.06558514131938353,0.092139,0.827,2.9223776826284262,2794030848,Consumer Cyclical
DOV,0.11197160518140459,0.115851,1.243,4.460573869998458,24524382208,Industrials
DOX,0.06398046093478582,0.08752199999999999,0.746,2.6049666071335627,9082096640,Technology
DPZ,0.22640608057060718,0.093564,0.852,3.017376906844986,17997834240,Consumer Cyclical
DQ,0.09743856699634157,0.06495,0.35,0.31035407717602687,1005470400,Technology
DRD,0.15099268031138635,0.121665,1.345,4.85165120509204,754644224,Basic Materials
DRH,-0.016346750027007584,0.135915,1.595,5.8806552072389335,1753543040,Real Estate
DRI,0.16377971969973615,0.11824499999999999,1.285,4.620022807794333,18156890112,Consumer Cyclical
DRQ,-0.15964531435885887,0.097269,0.917,3.260084765086041,639152576,Energy
DRRX,-0.21769959685722218,0.108726,1.118,3.996003232680159,42368780,Healthcare
DSGR,0.14076507130374583,0.068142,0.406,0.8023997086114442,1408878720,Industrials
DSGX,0.21238120961350826,0.08752199999999999,0.746,2.6049666071335627,8320659456,Technology
DSM,0.009004581345697593,0.078459,0.587,1.904635147856042,289652192,Financial Services
DSS,-0.5285244489099176,0.13922099999999998,1.653,6.137424369137669,12392995,Consumer Cyclical
DSU,0.04526526923658314,0.084615,0.695,2.394496544257019,506287616,Financial Services
DSWL,0.06954061463482297,0.07064999999999999,0.45,1.1227946914755933,39997352,Technology
DSX,-0.1235467770333778,0.10997999999999998,1.14,4.076923395664471,341711616,Industrials
DTE,0.0822424540689577,0.08319,0.67,2.287238277653308,23021740032,Utilities
DTF,-0.0017304554774805192,0.06267,0.31,-0.12608484389444516,77536152,Financial Services
DTST,0.601279121531229,0.08752199999999999,0.746,2.6049666071335627,46448456,Technology
DUK,0.06926743874599994,0.070479,0.447,1.1023814586346075,77632241664,Utilities
DVA,0.07077089118672575,0.09971999999999999,0.96,3.4183536750131047,12405532672,Healthcare
DVAX,-0.0317531755290259,0.11294399999999999,1.192,4.269473365337025,1488242048,Healthcare
DVN,-0.030762198630341353,0.165555,2.115,8.510731557636289,29710319616,Energy
DWSN,-0.17199918265305703,0.09242399999999999,0.832,2.941468266697101,59674180,Energy
DX,0.01013855077677861,0.12041099999999999,1.323,4.76615519514587,884540352,Real Estate
DXC,-0.006249621994522836,0.144123,1.739,6.532948268757914,3396343296,Technology
DXCM,0.2737952149193248,0.11453999999999999,1.22,4.3740778352671,45550727168,Healthcare
DXF,-0.47509591335867807,0.11687699999999998,1.261,4.52866026602452,4348204,Financial Services
DXLG,-0.037365934250504496,0.11927099999999999,1.303,4.689008798083212,207292032,Consumer Cyclical
DXPE,-0.046341580580284036,0.138708,1.644,6.0970730338882,720596288,Industrials
DXR,0.040061292703130524,0.013593000000000001,-0.551,3.8143588816447997,46386160,Healthcare
DXYN,-0.24227126833997614,0.18168600000000001,2.398,10.331454712495258,11143587,Consumer Cyclical
DY,0.18960427232584842,0.129132,1.476,5.3764446982542955,4955444736,Industrials
DYAI,-0.006707770653293865,0.096357,0.901,3.200805589853656,46194144,Healthcare
DYNT,-0.3283594508969824,0.06329699999999999,0.321,0.002916339152000793,1779946,Healthcare
DZSI,-0.22192301777470558,0.151362,1.866,7.1526740685934485,50701680,Technology
E,-0.0093531026819208,0.103596,1.028,3.6669009140011184,49089134592,Energy
EA,0.14436507262220433,0.090372,0.796,2.802858020194888,37075349504,Communication Services
EAD,0.03426638005626126,0.095502,0.886,3.1449843584467327,392423136,Financial Services
EARN,0.010216825727585865,0.153129,1.897,7.31093776197389,141948224,Financial Services
EAT,0.05945505773933535,0.187158,2.494,11.027815846192905,3311873024,Consumer Cyclical
EBAY,0.10333319676755326,0.12018299999999998,1.319,4.7506829073445624,26631100416,Consumer Cyclical
EBF,0.08283276884299196,0.068826,0.418,0.894578187728633,571388160,Industrials
EBMT,0.04054575888565792,0.075039,0.527,1.5924483863987604,105340488,Financial Services
EBR,0.09809676003733059,0.075267,0.531,1.6144781383886009,15219767296,Utilities
EBS,-0.10873816540463355,0.138423,1.639,6.074737647390786,365764576,Healthcare
EBTC,0.03364732775761614,0.077319,0.567,1.8046068049493458,296250336,Financial Services
EC,-0.08387484617968122,0.087693,0.749,2.617050119090415,22943062016,Energy
ECF,0.04734112771275534,0.106788,1.084,3.871408784210947,112532112,Financial Services
ECL,0.09284889489752812,0.108897,1.121,4.007022076743018,68408291328,Basic Materials
ECPG,-0.011818729147625828,0.13181099999999998,1.523,5.572161709791136,949371008,Financial Services
ED,0.0780845813477955,0.064608,0.344,0.25023901062062937,31014483968,Utilities
EDAP,0.021011103906448003,0.069396,0.428,0.9684959663072852,193681824,Healthcare
EDN,0.03293038869588516,0.122235,1.355,4.89074253805173,994675456,Utilities
EDSA,-0.47412152476177505,0.09453299999999999,0.869,3.081385265746021,13764352,Healthcare
EDU,0.11310447114119238,0.072189,0.477,1.298568756723717,12803331072,Consumer Defensive
EDUC,0.02519452762957619,0.10462199999999999,1.046,3.7325881594672192,16806320,Communication Services
EEA,0.025052243839006838,0.107871,1.103,3.9409749124700357,61172272,Financial Services
EEFT,0.08364639890553827,0.128847,1.471,5.355871308439603,4876556288,Technology
EFC,0.019114174747581147,0.15620699999999998,1.951,7.593617238524985,1031558336,Real Estate
EFOI,-0.39234477398119516,0.147714,1.802,6.834788595038687,6698845,Consumer Cyclical
EFR,0.037240565239668344,0.077376,0.568,1.8096960892875875,384577184,Financial Services
EFSC,0.09191961068499888,0.101544,0.992,3.53546863359887,1462551168,Financial Services
EFT,0.0355801769291777,0.07800299999999999,0.579,1.8650579608454882,351878016,Financial Services
EFX,0.1366840714769184,0.134319,1.567,5.759385197778836,29643153408,Industrials
EFXT,-0.11542198070668419,0.14537699999999998,1.761,6.637146600353169,658516352,Energy
EG,0.09108235120727892,0.08011199999999999,0.616,2.0437010053019202,16535844864,Financial Services
EGAN,-0.0070069865553048505,0.071562,0.466,1.228608162100769,180153264,Technology
EGBN,-0.0537560715129376,0.10559099999999999,1.063,3.794654604517439,543714688,Financial Services
EGF,-0.011312394405063264,0.058452,0.236,-1.2583171858151725,34991892,Financial Services
EGHT,-0.12418242434115723,0.13449,1.57,5.772297595841359,257020800,Technology
EGIO,-0.21866655235933108,0.070422,0.446,1.0955348977040327,57792304,Technology
EGO,-0.08073164918439679,0.11408399999999999,1.212,4.344116419135828,3027756544,Basic Materials
EGP,0.12921941047681407,0.101487,0.991,3.531814287401975,8145052160,Real Estate
EGRX,-0.09020379712362936,0.071106,0.458,1.176328529414607,65050164,Healthcare
EGY,-0.006532883880000284,0.112203,1.179,4.221142299827485,642461760,Energy
EHC,0.13877584615136374,0.09082799999999999,0.804,2.8339053726217283,8644813824,Healthcare
EHI,0.010101565663254597,0.09687,0.91,3.2341810289384925,159868960,Financial Services
EHTH,-0.18666283295721509,0.082734,0.662,2.2522476566790206,134550560,Financial Services
EIG,0.08553833973187341,0.059192999999999996,0.249,-1.0163058171464432,1074310912,Financial Services
EIM,0.024807253880121838,0.066774,0.382,0.6052251488049324,750666304,Financial Services
EIX,0.05117084214217327,0.09971999999999999,0.96,3.4183536750131047,27717605376,Utilities
EKSO,-0.39671736568460625,0.130044,1.492,5.442594364753971,19083120,Healthcare
EL,0.04953910456424504,0.10388099999999999,1.033,3.685146324817302,39750406144,Consumer Defensive
ELA,nan,0.06859799999999999,0.414,0.864288460157838,126389480,Consumer Cyclical
ELLO,0.00823057670600269,0.12189299999999999,1.349,4.867270170283937,142406800,Utilities
ELMD,0.26631757663658684,0.06096,0.28,-0.521373248461719,124815624,Healthcare
ELME,-0.04916723365258646,0.09573,0.89,3.1598954450249264,1379904256,Real Estate
ELP,0.05437382222850995,0.075324,0.532,1.6199552161027475,5152773120,Utilities
ELS,0.13523877720099153,0.088149,0.757,2.6491309413723187,12764920832,Real Estate
ELSE,-0.009850669692851866,0.06552,0.36,0.406945607268874,13506399,Technology
ELTK,0.026478289635977648,0.056285999999999996,0.198,-2.1312844419268355,65339036,Technology
ELV,0.17379341843061757,0.092538,0.834,2.9490912348808025,124522594304,Healthcare
ELVA,-0.08505303955183474,0.127593,1.449,5.265892230297003,88407576,Industrials
EMD,-0.0004066726220827155,0.096585,0.905,3.2156493280913305,547032064,Financial Services
EME,0.24193204310815464,0.106332,1.076,3.842155086300816,17431898112,Industrials
EMF,0.005423775819566767,0.09698399999999999,0.912,3.241586819864528,191813200,Financial Services
EMKR,-0.29314700928135495,0.12525599999999998,1.408,5.100479830229223,9383238,Technology
EML,0.06628714849792372,0.106332,1.076,3.842155086300816,155027392,Industrials
EMN,0.032027279613946025,0.13175399999999998,1.522,5.567952571045006,11428271104,Basic Materials
EMR,0.07486502668305817,0.12086699999999999,1.331,4.797165861789286,61952704512,Industrials
EMX,0.08372565392836973,0.09230999999999999,0.83,2.933837773063452,204124560,Basic Materials
ENB,0.014231372984878199,0.09595799999999999,0.894,3.174787645131123,75194769408,Energy
ENG,-0.2515034170746089,0.130956,1.508,5.509233084640254,7012949,Industrials
ENLC,-0.0511066502806804,0.176271,2.303,9.683453273075646,6033934336,Energy
ENOV,-0.09874791634074198,0.160539,2.027,8.007250530502581,2463353856,Industrials
ENPH,0.2879219827523305,0.14589,1.77,6.680142271911861,14317911040,Technology
ENS,0.049600282667099815,0.12138,1.34,4.832160056997014,4168722176,Industrials
ENSG,0.24298999797292375,0.10114499999999998,0.985,3.509882107451206,6878575104,Healthcare
ENSV,-0.4045974058095251,0.10975199999999999,1.136,4.0621898683005,7846145,Energy
ENTA,-0.11590552096757323,0.077319,0.567,1.8046068049493458,268342992,Healthcare
ENTG,0.26149733157002975,0.11556599999999999,1.238,4.441723732371787,20278374400,Technology
ENV,0.02714771279192285,0.11796,1.28,4.600931983255015,3440461056,Technology
ENX,0.01427347123748568,0.07657800000000001,0.554,1.7375461645712658,177098416,Financial Services
ENZ,-0.14077478372137064,0.089346,0.778,2.7324238803422594,56088896,Healthcare
EOG,0.02391383416006465,0.12086699999999999,1.331,4.797165861789286,71580254208,Energy
EOI,0.09151825063611496,0.10655999999999999,1.08,3.8567795175031434,785945472,Financial Services
EOS,0.1038355189634661,0.114369,1.217,4.362835062645886,1145008896,Financial Services
EP,0.1727173737133072,0.11414099999999999,1.213,4.34785823628087,167398768,Energy
EPAC,0.013565834253834508,0.112203,1.179,4.221142299827485,2065575808,Industrials
EPAM,0.1549834234813663,0.125883,1.419,5.144576806667061,10731640832,Technology
EPC,-0.07248946586640459,0.09276599999999999,0.838,2.9643150281030395,2005958016,Consumer Defensive
EPD,0.023572115405015914,0.10239899999999999,1.007,3.590255454452678,62758080512,Energy
EPM,-0.03671550511798827,0.09709799999999999,0.914,3.2489887928514656,178463152,Energy
EPR,0.0135452720393896,0.14104499999999998,1.685,6.282460610987593,3157060864,Real Estate
EPSN,0.046290495165497214,0.065691,0.363,0.43509269988962906,119254592,Energy
EQC,-0.002347379488740642,0.065748,0.364,0.4443932693886099,2082623744,Real Estate
EQIX,0.16033405561256475,0.083589,0.677,2.317580029962218,71365287936,Real Estate
EQNR,0.02682516725119033,0.06170099999999999,0.293,-0.3415129131470324,83614720000,Energy
EQR,0.04964398476858056,0.09401999999999999,0.86,3.0475531399950917,25887576064,Real Estate
EQS,-0.06050749479102613,0.09977699999999999,0.961,3.4220202281356986,17322404,Financial Services
EQT,-0.041187754932189846,0.105933,1.069,3.816572857882119,16462585856,Energy
ERC,0.022824215791108493,0.086211,0.723,2.5112922273169387,251474048,Financial Services
ERIC,-0.04555860892277519,0.066888,0.384,0.6223694088809707,20850583552,Technology
ERIE,0.19411474014993213,0.072018,0.474,1.2797015082655803,18939402240,Financial Services
ERII,0.09984950855360997,0.11642099999999998,1.253,4.498355205964777,757331968,Industrials
ERJ,-0.02164940810334326,0.11756099999999998,1.273,4.574255827960287,5193631744,Industrials
ERNA,-0.47866653446039575,0.5014559999999999,8.008,422.9518096268764,9468078,Healthcare
ES,0.045412729062259904,0.07971299999999999,0.609,2.0107281337868477,20145463296,Utilities
ESCA,0.0052293922229242895,0.116364,1.252,4.494572125731558,186854368,Consumer Cyclical
ESE,0.12294564662131524,0.11020799999999999,1.144,4.091666845078067,2695625216,Technology
ESEA,-0.09327142538913513,0.092196,0.828,2.9261996444927965,244496656,Industrials
ESGR,0.07698764645159151,0.083076,0.668,2.2785226118721127,4488265216,Financial Services
ESI,-0.00012148738738781972,0.11870099999999999,1.293,4.650632558173018,6496997888,Basic Materials
ESLT,0.12296354100994544,0.039813,-0.091,13.499528049278434,7851074048,Industrials
ESNT,0.10768089458170316,0.106788,1.084,3.871408784210947,5959820288,Financial Services
ESOA,0.19645320883682227,0.084786,0.698,2.4071695546506473,116421384,Industrials
ESP,0.014113687253189955,0.053093999999999995,0.142,-4.2084015553379475,54792820,Industrials
ESPR,-0.17078853225306512,0.101658,0.994,3.5427765213541638,437652576,Healthcare
ESRT,-0.04379898930994941,0.12343199999999999,1.376,4.973320694302266,2621165568,Real Estate
ESS,0.06430264826638954,0.093621,0.853,3.021154476632953,18170994688,Real Estate
ESSA,0.06474616196442273,0.066204,0.372,0.5173744628572746,168689472,Financial Services
ET,0.0066980228158930455,0.137568,1.624,6.0080790313708725,54042902528,Energy
ETB,0.052619261683768404,0.09909299999999999,0.949,3.3779853356956298,412714528,Financial Services
ETD,0.010101621951465578,0.11716199999999999,1.266,4.547638004758125,690949568,Consumer Cyclical
ETG,0.06809383055916651,0.12029699999999999,1.321,4.758416320792117,1425960320,Financial Services
ETN,0.23947409836746325,0.104166,1.038,3.7033921088146893,125542096896,Industrials
ETO,0.07299278814778565,0.127137,1.441,5.233388072283097,416257728,Financial Services
ETR,0.06229071517021234,0.08609699999999999,0.721,2.503055116461354,22797209600,Utilities
ETV,0.05598595661681505,0.095445,0.885,3.1412535550489693,1576192512,Financial Services
ETW,0.026532203973391955,0.100404,0.972,3.462320235525567,906375488,Financial Services
ETY,0.09077434819247432,0.10490699999999999,1.051,3.7508386800800664,2222318592,Financial Services
EU,nan,0.11362799999999999,1.204,4.314215632089193,725114624,Energy
EVBN,0.04254371415910496,0.09983399999999999,0.962,3.4256862680292772,157735248,Financial Services
EVC,-0.07535525159546974,0.10353899999999999,1.027,3.66325180438661,157534800,Communication Services
EVF,0.0423151767827068,0.07760399999999999,0.572,1.8299579143275813,100428856,Financial Services
EVG,0.023580206354131716,0.07378499999999999,0.505,1.4676038110406067,145181168,Financial Services
EVGN,-0.2712652622412286,0.10713,1.09,3.893362546212123,35005644,Healthcare
EVI,0.23125469877926563,0.067971,0.403,0.7787238057750957,222297936,Industrials
EVM,0.019607338124516538,0.072987,0.491,1.384620393895418,234392544,Financial Services
EVN,0.020348410334287692,0.07224599999999999,0.478,1.3048233139090548,410555520,Financial Services
EVO,0.13309586791318617,0.11123399999999999,1.162,4.158143482844264,1628268288,Healthcare
EVOK,-0.40893204403521255,0.065007,0.351,0.32021159479356626,4311601,Healthcare
EVR,0.15527571365481507,0.12434399999999998,1.392,5.036695016206469,7607393792,Financial Services
EVRG,0.06221444427270173,0.07868699999999999,0.591,1.9242169596629548,12243719168,Utilities
EVRI,-0.008396841209233896,0.16789199999999999,2.156,8.754819845567136,678491712,Consumer Cyclical
